"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","0","29","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","0","0","14","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","36","1","0.000000","0","0"
"/Game/Vehicles/SportsCar/Materials/M_SportsCar_Lights.M_SportsCar_Lights","0","0","44","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface5.standardSurface5","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface47.standardSurface47","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface54.standardSurface54","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface76.standardSurface76","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface74.standardSurface74","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/WorldGridMaterial.WorldGridMaterial","0","0","26","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface9.standardSurface9","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface8.standardSurface8","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface79.standardSurface79","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface77.standardSurface77","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface73.standardSurface73","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface70.standardSurface70","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface68.standardSurface68","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface67.standardSurface67","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface66.standardSurface66","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface65.standardSurface65","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface64.standardSurface64","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface63.standardSurface63","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface62.standardSurface62","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface61.standardSurface61","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface60.standardSurface60","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface6.standardSurface6","0","0","14","1","0.000000","0","0"
"/Game/Mesh_Materials/standardSurface59.standardSurface59","0","0","14","1","0.000000","0","0"
